1;Evergreen Needleleaf Vegetation;50,135,50
2;Evergreen Broadleaf Vegetation;56,156,56
3;Deciduous Needleleaf Vegetation;56,172,110
4;Dedicuous Broadleaf Vegetation;90,170,50
5;Annual Broadleaf Vegetation;212,215,146
6;Annual Grass Vegetation;187,213,146
7;Non-Vegetated Land;165,165,165
8;Water Bodies;50,90,190
100;NO DATA;0,0,0
